"Statistic Label","County","Detailed Occupational Group","Year","UNIT","VALUE"
"Median Earned Income","Cork County","Civil and public service AP, PO and equivalent grades (incl. Senior officers in fire, ambulance, prison and related services)","2016","Euro","72558"
"Median Earned Income","Cork County","Civil and public service Assistant Secretary and above and senior officials","2016","Euro",""
"Median Earned Income","Cork County","Civil engineers","2016","Euro","51109"
"Median Earned Income","Cork County","Cleaners and domestics","2016","Euro","11333"
"Median Earned Income","Cork County","Cleaning and housekeeping managers and supervisors","2016","Euro","21056"
"Median Earned Income","Cork County","Clergy","2016","Euro","24232"
"Median Earned Income","Cork County","Coal mine operatives","2016","Euro",""
"Median Earned Income","Cork County","Communication operators","2016","Euro","26955"
"Median Earned Income","Cork County","Agricultural machinery drivers","2016","Euro","23941"
"Median Earned Income","Cork County","Conference and exhibition managers and organisers","2016","Euro","26990"
"Median Earned Income","Cork County","Conservation and environmental associate professionals","2016","Euro","47100"
"Median Earned Income","Cork County","Conservation professionals","2016","Euro","47166"
"Median Earned Income","Cork County","Construction and building trades n.e.c.","2016","Euro","31995"
"Median Earned Income","Cork County","Construction and building trades supervisors","2016","Euro","49363"
"Median Earned Income","Cork County","Construction operatives n.e.c. (incl. Scaffolders, stagers and riggers)","2016","Euro","31731"
"Median Earned Income","Cork County","Construction project managers and related professionals","2016","Euro","60771"
"Median Earned Income","Cork County","Cooks","2016","Euro","13904"
"Median Earned Income","Cork County","Counsellors","2016","Euro","31722"
"Median Earned Income","Cork County","Crane drivers","2016","Euro","44619"
"Median Earned Income","Cork County","Air transport operatives","2016","Euro","30543"
"Median Earned Income","Cork County","Credit controllers","2016","Euro","29916"
"Median Earned Income","Cork County","Customer service managers and supervisors","2016","Euro","40892"
"Median Earned Income","Cork County","Customer service occupations n.e.c.","2016","Euro","25155"
"Median Earned Income","Cork County","Debt, rent and other cash collectors","2016","Euro","42124"
"Median Earned Income","Cork County","Dental practitioners","2016","Euro","74029"
"Median Earned Income","Cork County","Design and development engineers","2016","Euro","50247"
"Median Earned Income","Cork County","Driving instructors","2016","Euro","21411"
"Median Earned Income","Cork County","Education advisers and school inspectors","2016","Euro","36463"
"Median Earned Income","Cork County","Educational support assistants","2016","Euro","29948"
"Median Earned Income","Cork County","Elected officers and representatives","2016","Euro",""
"Median Earned Income","Cork County","Air travel assistants","2016","Euro","26667"
"Median Earned Income","Cork County","Electrical and electronic trades n.e.c.","2016","Euro","38538"
"Median Earned Income","Cork County","Electrical and electronics technicians","2016","Euro","44673"
"Median Earned Income","Cork County","Electrical engineers (incl. Electronics engineers)","2016","Euro","59947"
"Median Earned Income","Cork County","Electricians and electrical fitters","2016","Euro","46079"
"Median Earned Income","Cork County","Electroplaters","2016","Euro",""
"Median Earned Income","Cork County","Elementary administration occupations n.e.c.","2016","Euro",""
"Median Earned Income","Cork County","Elementary cleaning occupations n.e.c.","2016","Euro",""
"Median Earned Income","Cork County","Elementary construction occupations","2016","Euro","31923"
"Median Earned Income","Cork County","Elementary occupations in horse-racing and related industries","2016","Euro","22016"
"Median Earned Income","Cork County","Elementary process plant occupations n.e.c.","2016","Euro","27251"
"Median Earned Income","Cork County","Air-conditioning and refrigeration engineers","2016","Euro","37594"
"Median Earned Income","Cork County","Elementary sales occupations n.e.c.","2016","Euro",""
"Median Earned Income","Cork County","Elementary security occupations n.e.c.","2016","Euro","38315"
"Median Earned Income","Cork County","Elementary storage occupations","2016","Euro","27367"
"Median Earned Income","Cork County","Energy plant operatives","2016","Euro","54238"
"Median Earned Income","Cork County","Engineering professionals n.e.c.","2016","Euro","56809"
"Median Earned Income","Cork County","Environment professionals","2016","Euro","51730"
"Median Earned Income","Cork County","Environmental health professionals","2016","Euro","62774"
"Median Earned Income","Cork County","Estate agents and auctioneers","2016","Euro","28504"
"Median Earned Income","Cork County","Farm workers","2016","Euro","22098"
"Median Earned Income","Cork County","Farmers","2016","Euro","27172"
"Median Earned Income","Kerry","Actors, entertainers and presenters (incl. Dancers and choreographers and Musicians)","2016","Euro","15554"
"Median Earned Income","Kerry","Aircraft maintenance and related trades","2016","Euro",""
"Median Earned Income","Kerry","Finance and investment analysts and advisers","2016","Euro","36612"
"Median Earned Income","Kerry","Finance officers","2016","Euro","62831"
"Median Earned Income","Kerry","Financial accounts managers","2016","Euro","30563"
"Median Earned Income","Kerry","Financial administrative occupations n.e.c.","2016","Euro","23274"
"Median Earned Income","Kerry","Financial and accounting technicians","2016","Euro","25966"
"Median Earned Income","Kerry","Financial institution managers and directors","2016","Euro","78602"
"Median Earned Income","Kerry","Financial managers and directors","2016","Euro","57490"
"Median Earned Income","Kerry","Fire service officers (watch manager and below)","2016","Euro","37111"
"Median Earned Income","Kerry","Fishing and other elementary agriculture occupations n.e.c.","2016","Euro","20487"
"Median Earned Income","Kerry","Fishmongers and poultry dressers","2016","Euro","21514"
"Median Earned Income","Kerry","Aircraft pilots and flight engineers (incl. Air traffic controllers)","2016","Euro",""
"Median Earned Income","Kerry","Fitness instructors","2016","Euro","14222"
"Median Earned Income","Kerry","Floorers and wall tilers","2016","Euro","14985"
"Median Earned Income","Kerry","Florists","2016","Euro","7954"
"Median Earned Income","Kerry","Food, drink and tobacco process operatives","2016","Euro","33916"
"Median Earned Income","Kerry","Footwear and leather working trades","2016","Euro",""
"Median Earned Income","Kerry","Forestry workers","2016","Euro","26063"
"Median Earned Income","Kerry","Fork-lift truck drivers","2016","Euro","27211"
"Median Earned Income","Kerry","Functional managers and directors n.e.c.","2016","Euro","29044"
"Median Earned Income","Kerry","Furniture makers and other craft woodworkers","2016","Euro","22231"
"Median Earned Income","Kerry","Further and higher education teaching professionals","2016","Euro","69612"
"Median Earned Income","Kerry","Animal care services occupations n.e.c.","2016","Euro","12348"
"Median Earned Income","Kerry","Garage managers and proprietors","2016","Euro","36650"
"Median Earned Income","Kerry","Gardeners and landscape gardeners","2016","Euro","12928"
"Median Earned Income","Kerry","Glass and ceramics makers, decorators and finishers (incl. Glass and ceramics process operatives)","2016","Euro","20243"
"Median Earned Income","Kerry","Glaziers, window fabricators and fitters","2016","Euro","25362"
"Median Earned Income","Kerry","Graphic designers (incl. Product, clothing and related designers)","2016","Euro","25445"
"Median Earned Income","Kerry","Groundsmen and greenkeepers","2016","Euro","23736"
"Median Earned Income","Kerry","Hairdressers and related services (incl. Hairdressing and beauty salon managers and proprietors)","2016","Euro","13827"
"Median Earned Income","Kerry","Health and safety officers","2016","Euro","28210"
"Median Earned Income","Kerry","Health associate professionals n.e.c.","2016","Euro","10685"
"Median Earned Income","Kerry","Health care practice managers","2016","Euro","31285"
"Median Earned Income","Kerry","Architects and town planners (incl. Quantity surveyors and Chartered surveyors)","2016","Euro","40884"
"Median Earned Income","Kerry","Health professionals n.e.c.","2016","Euro","42655"
"Median Earned Income","Kerry","Health services and public health managers and directors","2016","Euro","63421"
"Median Earned Income","Kerry","Horticultural trades","2016","Euro","19375"
